time,member,price,user,content
210530-201948,麦香鸡21,,开门啦隔壁老王来了,"大家要永远相信api"
210530-201952,帅Pi24,,小提Tirion,"阿皮是不是有起床气"
210530-201953,帅Pi10,,JudasQAQ,"当家不是要搞个魔戒mod吗"
210530-202000,帅Pi14,,喵问号,"上个是修仙上上个是冰与火上上上个是暮色"
210530-202001,Aoer15,,落去而不会来,"冰与火也是有生之年系列"
210530-202003,帅Pi21,,猴面雀怎么这么可爱,"笑死"
210530-202005,铛铛12,,望月改,"afk状态"
210530-202007,狗雨10,,雲烈,"有没有考虑过新版本的原版生存，新更新原版应该会又看头"
210530-202007,帅Pi10,,久沼纱友厨,"原来如此"
210530-202010,帅Pi18,,Ruhig233,"艹，好真实"
210530-202011,凛fam14,,青色矛盾,"可它确实5.5了"
210530-202012,帅Pi17,,北方莫名,"11月6.0更新pi去玩吗"
210530-202018,,,未名之夜,"就找铁就行了吧，这样快点"
210530-202019,帅Pi10,,JudasQAQ,"下矿没带水 回家回家回家"
210530-202020,帅Pi15,,蓬莱仙丹,"可他真的5.5了"
210530-202022,陆夫人2,,Hisero,"长草期"
210530-202022,骚豆腐15,,泥wa,"啥6.0 FF14吗"
210530-202023,Cool2,,一只叫BeaNys的猫头嘤,"新版本有啥啊"
210530-202024,,,哇哩哇里哇,"233"
210530-202031,听课儿10,,阿库娅娅娅,"但是马上6.0了"
210530-202031,帅Pi15,,异世界情绪OvO,"也可能一a就a很久 谁知道呢"
210530-202031,帅Pi14,,YC宇辰,"新地图已经计划好了吗"
210530-202034,,,初音未来の暴走,"烤鱼上线了"
210530-202042,帅Pi13,,Yooya-Nico,"来了来了"
210530-202045,奶茶7,,仍自共你看银河轨迹,"所以马上又没mc看了 虽然mite是2月"
210530-202047,帅Pi10,,诺筱白,"冰与火更新是更新了，但不是1.12"
210530-202048,帅Pi18,,蘑菇君菌,"呜呜"
210530-202049,帅Pi17,,愛麗絲_Iris,"1.17还挺多东西，可以整个极限生存"
210530-202050,帅Pi17,,落人存在感,"确实"
210530-202050,帅Pi17,,RemonL,"qs"
210530-202051,陆夫人3,,繁星蝼蚁,"石油队有飞机了吗"
210530-202052,帅Pi15,,mask01A,"草"
210530-202054,肆肆12,,y14567,"拉拉肥很好吃"
210530-202054,女人6,,有一只丫丫,"确实"
210530-202055,帅Pi15,,1260xqwq,"敬业"
210530-202056,,,hooche,"草"
210530-202056,帅Pi24,,冬日雨猫迪艾斯,"建议去舰长服转一圈，看看人多力量大的成果"
210530-202057,12Team21,,枫恒玄·弦乐,"pi现在说话困困的"
210530-202058,帅Pi17,,蓬莱の人形_,"没有钱我们就只能回家"
210530-202100,帅Pi17,,北方莫名,"草"
210530-202100,帅Pi15,,mask01A,"合理"
210530-202101,龙绮兵14,,DM乐乐,"没有钱就没办法氪金"
210530-202103,帅Pi15,,蓬莱仙丹,"pi不是日服玩家吗？"
210530-202104,帅Pi15,,1260xqwq,"草"
210530-202105,帅Pi12,,雲流,"算了算了"
210530-202107,帅Pi21,,Danest,"ff14直播观感确实不太好"
210530-202107,帅Pi11,,不想当救世主,"陈叔叔的任务"
210530-202108,帅Pi15,,异世界情绪OvO,"ff14 狗都不看（"
210530-202108,破壳萌4,,CG男,"直播也越来越卷了"
210530-202108,帅Pi11,,青色矛盾,"播狒狒催眠效果太好"
210530-202109,女人6,,有一只丫丫,"ff看的人不多"
210530-202111,帅Pi7,,着蓝白参上,"原版生存等1.18以后 洞穴更新上线再说吧"
210530-202112,伯爵16,,落林,"没有钱，我们就只能回家"
210530-202113,帅Pi7,,饭饭君丶,"ff14不太适合直播，就算了"
210530-202116,12Team21,,逃出地球,"艹，直接说真的好吗。"
210530-202119,帅Pi18,,蕾咪蘑菇汤,"ff14还是要自己玩。看的话没意思"
210530-202119,帅Pi16,,高清pi,"节能模式"
210530-202121,,,霜降墨,"工作重要"
210530-202121,帅Pi16,,这是包子,"暗示丝瓜恰饭"
210530-202123,咸豆浆6,,喵哆栗,"没有钱我们只能回家"
210530-202124,帅Pi14,,DarknessFalls,"(⌒▽⌒)"
210530-202125,帅Pi22,,Mr_棠,"确实可以出个参观舰长服"
210530-202126,帅Pi18,,兔子与虎,"省电模式"
210530-202128,帅Pi14,,2ppi,"节能模式"
210530-202128,帅Pi17,,围观的逗比,"疲惫"
210530-202128,大母鹅11,,怀抱圣剑的薇薇安,"今天有马吗"
210530-202128,帅Pi16,,火之座,"几乎等于高额月卡玩ff14"
210530-202129,摸鱼子4,,干事君泥垢..,"非营业模式"
210530-202129,帅Pi21,,Wedneston,"非营业状态"
210530-202130,帅Pi18,,长生猫猫头,"节能模式"
210530-202131,帅Pi15,,mask01A,"而且会感觉很暴躁（指开荒）"
210530-202131,帅Pi15,,易花木,"来了来了"
210530-202131,帅Pi14,,YC宇辰,"新地图的安排是啥时候公布呢"
210530-202131,巫觋见22,,watchdog_rol,"可怜的pi"
210530-202132,帅Pi13,,名字大众的猫,"省电模式"
210530-202132,帅Pi12,,屋顶上的猫先生,"直播特供状态"
210530-202132,帅Pi21,,仕草君,"节能模式"
210530-202133,陆夫人16,,DIA丶曉寂,"节能模式"
210530-202133,帅Pi18,,阿尼德罗追忆馆,"非营业声线"
210530-202133,12Team21,,枫恒玄·弦乐,"节能模式草"
210530-202134,帅Pi17,,郭小偶,"剧情回可以播一播，副本还是算了吧，太无聊了"
210530-202134,帅Pi16,,魑魅魍魉之主七代,"省电模式"
210530-202134,,,hooche,"非营业声线"
210530-202135,帅Pi17,,星海浮冰,"ff14直播效果确实差，还是私底下自己玩"
210530-202135,帅Pi17,,一束向阳的花,"省电模式"
210530-202136,帅Pi15,,chobits233,"睡眠催眠状态"
210530-202136,帅Pi11,,Tarusi,"a~p~i"
210530-202138,帅Pi4,,NullTheYI,"没事我们听了先睡了"
210530-202138,鬼斯通14,,DrWindigo,"节能模式 on"
210530-202138,帅Pi16,,久远寺喵,"这次有参观舰长服环节吗"
210530-202140,,,00_0,"节能模式"
210530-202142,帅Pi18,,雨夜霜,"录制状态就是观众困困的"
210530-202146,帅Pi16,,小小木木木木QAQ,"你的爱，还不够"
210530-202147,Cool2,,一只叫BeaNys的猫头嘤,"这mod 能更新啥啊"
210530-202148,帅Pi18,,伊则瑞尔,"省电特供"
210530-202148,帅Pi15,,超级宇宙窜天猴,"节能模式"
210530-202150,帅Pi15,,异世界情绪OvO,"草"
210530-202151,Guxue10,,冷到凝油的跷脚牛肉,"每次在早上看见麦扣直播都是在ff14"
210530-202153,召唤师11,,元方゜,"1"
210530-202156,帅Pi15,,异世界情绪OvO,"真实"
210530-202156,帅Pi13,,永远沉溺于世的三坪桑,"确实"
210530-202157,帅Pi16,,魑魅魍魉之主七代,"草"
210530-202157,岚票10,,黯蓝_,"草"
210530-202158,女人6,,有一只丫丫,"草"
210530-202158,帅Pi16,,芒果刨冰君,"草"
210530-202158,帅Pi18,,兔子与虎,"mc可有意思多了"
210530-202158,推销员15,,荷包蛋即是正义,"草"
210530-202159,帅Pi15,,柏风,"qs"
210530-202200,帅Pi18,,牛角面包_official,"MC看的人挺多的"
210530-202200,帅Pi18,,伊则瑞尔,"ff14估计人数不够"
210530-202200,帅Pi15,,mask01A,"草"
210530-202201,帅Pi18,,小小baker,"草"
210530-202202,帅Pi18,,长生猫猫头,"确实"
210530-202202,帅Pi11,,LingX凌茶,"草"
210530-202202,帅Pi22,,安恆曉年,"草"
210530-202203,帅Pi11,,猱猱Annie,"草"
210530-202203,帅Pi18,,芥末章鱼x,"出"
210530-202204,帅Pi18,,蘑菇君菌,"太心酸了"
210530-202205,帅Pi16,,织田凪,"pi签的单机区，ff14是网游区啊"
210530-202206,Quin3,,誒欸欸,"深夜档ff14"
210530-202208,帅Pi18,,芥末章鱼x,"草"
210530-202209,帅Pi15,,异世界情绪OvO,"叔叔不开心"
210530-202210,狗雨10,,雲烈,"确实1.17已经比pi上一次的极限生存多了很多东西，想看pi"
210530-202210,帅Pi16,,反羽蜉蝣,"草"
210530-202212,帅Pi15,,蓬莱仙丹,"社畜主播api的心酸"
210530-202213,帅Pi17,,北方莫名,"确实，成年人的无奈"
210530-202213,帅Pi17,,yeaou,"玩FF14死路一条.jpg"
210530-202213,,,蒼月永遠,"ff14看着太困了"
210530-202213,,,Y雪花花,"ff14我看不懂..."
210530-202215,帅Pi17,,notaall,"上个用爱发电的某UP已经死透了(("
210530-202216,帅Pi15,,mask01A,"饭碗重要，要活久点"
210530-202216,帅Pi16,,高清pi,"叔叔的任务"
210530-202218,帅Pi11,,不想当救世主,"那没了这个系列接下来mc玩什么呢"
210530-202221,帅Pi15,,shuizun,"确实，ff14直播效果不行"
210530-202223,帅Pi18,,我住隔壁我性王，你有事情我帮忙,"确实"
210530-202225,帅Pi15,,野良alter,"都是叔叔的任务罢了"
210530-202226,帅Pi14,,有点微妙,"看剧情感觉还可以 打本是真没意思"
210530-202226,,,一般社员D,"成年人的时间"
210530-202227,水有月16,,七号工具人,"《叔叔看你数据不好》"
210530-202228,帅Pi17,,-尨尨-,"用毛豆的号（不是）"
210530-202228,帅Pi22,,安恆曉年,"打工pi"
210530-202233,帅Pi16,,不再闪灵,"最好玩的是mmorpg，最无聊是看别人玩"
210530-202234,帅Pi14,,rainbowthechild,"O_O4"
210530-202235,帅Pi11,,DJ-KILLER,"要被叔叔削除力"
210530-202237,帅Pi15,,异世界情绪OvO,"这岩浆湖也太多了"
210530-202237,帅Pi17,,净网卫道士,"叔叔的任务罢了"
210530-202238,奶茶11,,ExcellenTXiao丶,"大裂谷"
210530-202238,大母鹅23,,埃德萌呆呆萌德呆鹅,"我觉得开车看得人最多"
210530-202239,太太25,,房子君,"那确实"
210530-202240,沙月8,,焦糖布丁熊,"水桶"
210530-202241,12Team21,,枫恒玄·弦乐,"好大一个岩浆湖"
210530-202241,帅Pi12,,雲流,"回家拿桶水哇"
210530-202242,奶茶7,,仍自共你看银河轨迹,"那mc开坑勤快点岂不是就能播ff14了"
210530-202242,帅Pi24,,Kaisam吴,"ff14看的好无聊。。"
210530-202242,墨子棂24,,佐尔桑,"没办法，ff14直播观感确实不好"
210530-202247,帅Pi15,,异世界情绪OvO,"封了吧"
210530-202247,帅Pi17,,对度受失望了,"打工，指住大别野"
210530-202248,帅Pi11,,啊啦啦逢贝者必输,"看来签的是在线20000小时的合同"
210530-202249,帅Pi17,,money¶,"。"
210530-202254,帅Pi17,,hulapu-,"没迟到没迟到"
210530-202254,帅Pi15,,shuizun,"玩是很好玩看是真的不行"
210530-202255,帅Pi23,,库啵啵库啵丶,"作为玩家我也觉得播ff14是真不行（"
210530-202255,帅Pi14,,rainbowthechild,"final fantasy 14??"
210530-202256,帅Pi14,,lost_w,"pi卡数据好"
210530-202256,痴汉2,,百晓汐巳,"人间清醒api"
210530-202300,帅Pi17,,SWtaker,"说实话有点想看api玩虚无世界整合包"
210530-202301,帅Pi22,,安恆曉年,"以撒人也多"
210530-202302,陆夫人15,,空言鸟语,"ff14玩可以，看没啥意思"
210530-202303,帅Pi15,,魂淡吾是王,"聊五毛的"
210530-202305,帅Pi17,,围观的逗比,"开车好耶"
210530-202305,帅Pi19,,耗子zz,"要不试试消失的光芒"
210530-202305,喵喵1,,东尼健,"养马的数据呢？"
210530-202306,帅Pi18,,RET3000,"可以听小崔"
210530-202306,帅Pi15,,mask01A,"晚上有需求"
210530-202307,帅Pi16,,魑魅魍魉之主七代,"确实"
210530-202308,帅Pi16,,AltairEx,"小崔电台"
210530-202310,帅Pi18,,星云叹,"小崔"
210530-202311,帅Pi17,,已故の吐槽菌,"ff14观看效果真不行"
210530-202311,帅Pi18,,木鱼屑,"毕竟世界上最无聊的事就是看别人玩RPG"
210530-202311,帅Pi15,,看黑鸡,"消逝的光芒好像能波了"
210530-202313,帅Pi21,,白羽seath,"pi晚上好"
210530-202313,帅Pi16,,芒果刨冰君,"开车就相当于深夜杂谈"
210530-202314,帅Pi18,,小小baker,"开车类似于深夜电台了"
210530-202315,帅Pi15,,异世界情绪OvO,"草"
210530-202316,財布4,,冷雨心泪,"生产杂谈"
210530-202316,帅Pi15,,超级宇宙窜天猴,"开车好耶"
210530-202317,Quin3,,誒欸欸,"开车本质是杂谈"
210530-202317,帅Pi15,,异世界情绪OvO,"确实"
210530-202317,九头蛇11,,混沌君sama,"小崔电台"
210530-202318,大母鹅14,,匿名332288,"mmo看别人玩是真的没意思，自己刷才有动力"
210530-202318,帅Pi17,,苍穹の歌,"开车还挺好的"
210530-202319,帅Pi16,,Mctn崎鸠冥,"QAQ上次看pi玩ff14，想有点共同话题就去开荒了，打不动"
210530-202319,Cool2,,一只叫BeaNys的猫头嘤,"草"
210530-202319,帅Pi22,,空腹的小花,"确实"
210530-202319,,,_绯弥之命_,"确实"
210530-202320,奶茶15,,迟暮朝云,"hhhhh"
210530-202321,顶碗人21,,折纸给晚晚折纸,"草"
210530-202321,3737民15,,天马行空的人,"草"
210530-202322,闸薯条23,,此用户已吃撑,"边极神变杂谈"
210530-202322,帅Pi18,,3632297,"草"
210530-202323,大母鹅16,,茫然的青玉灯,"确实"
210530-202323,,,yinkingking,"昨晚看了开车，今天就买来玩了"
210530-202323,帅Pi15,,mask01A,"井"
210530-202323,帅Pi13,,姬恋,"还有七分钟开服，pi记得录制"
210530-202323,財布17,,Amgio,"歌会("
210530-202323,帅Pi9,,Kabra,"确实"
210530-202323,摸鱼子11,,甘木mo,"qs"
210530-202324,大母鹅15,,打嗝呛着,"ff14中加入电台就好了啊"
210530-202324,帅Pi14,,狮子座的守望,"确实看的贼困"
210530-202325,帅Pi22,,不可拿去烧的汽油,"好"
210530-202325,帅Pi18,,1倚天屠龙1,"开车四舍五入就是杂谈"
210530-202326,帅Pi22,,Mr_棠,"而且开车是夜间夜间档，不能放一起的"
210530-202326,帅Pi12,,灰焰黑灯,"草"
210530-202326,白雪狐15,,冬之伊维尔,"赛马娘好耶"
210530-202327,帅Pi24,,半镂星,"消光api玩着怕是要晕"
210530-202327,帅Pi15,,猫猫のの主人,"开车可以兼作深夜杂谈，还挺好的"
210530-202327,帅Pi17,,hulapu-,"都在jk以撒倒下了，开车坚持不到，泪目"
210530-202328,帅Pi18,,Araki_M,"草"
210530-202328,帅Pi15,,mask01A,"天井"
210530-202328,奶茶11,,ExcellenTXiao丶,"求生还能播吗"
210530-202328,帅Pi14,,祖安八年文科状元,"小崔"
210530-202329,帅Pi15,,柏风,"qs，看开车不用门槛"
210530-202329,帅Pi18,,星云叹,"因子怎么样？？？"
210530-202330,帅Pi17,,净网卫道士,"ff14观赏性不大行，有点花"
210530-202330,帅Pi15,,异世界情绪OvO,"虽然看了我也不回去玩的（"
210530-202331,太太25,,房子君,"养马就算云玩家也能看"
210530-202332,,,霜降墨,"赛马娘不是还是b站代理的"
210530-202335,帅Pi9,,咸鸦渡鱼,"那ff15？钓鱼开车?"
210530-202337,帅Pi14,,十六夜子,"强，但不强"
210530-202339,奶茶15,,迟暮朝云,"好难养马啊"
210530-202339,顶碗人21,,折纸给晚晚折纸,"但是赛马娘一般人没那个S卡啊（"
210530-202341,撸猫21,,雾添尘,"pipi会玩FF16吗，yoshida导演的"
210530-202343,帅Pi17,,围观的逗比,"开车车"
210530-202344,帅Pi14,,卓ignore,"确实，ff14主要是得全心玩不能同时杂谈"
210530-202347,萌陈11,,KuroshioII,"针对追马特化是吧"
210530-202348,12Team21,,枫恒玄·弦乐,"钻石，狗都不吃"
210530-202350,帅Pi15,,mask01A,"国服八竿子打不着呢赛马娘"
210530-202350,帅Pi15,,异世界情绪OvO,"听天由命"
210530-202351,帅Pi18,,长生猫猫头,"消光不合适 也太晕"
210530-202351,帅Pi17,,notaall,"话说赛马娘的中国玩家真的那么多吗？为啥有这么多人看这个啊。。"
210530-202353,帅Pi22,,子然然然小棉袄,"天然矿洞好呀"
210530-202357,帅Pi14,,原味仿生天使666,"下矿和平（x"
210530-202357,帅Pi11,,吃蘑菇的胖鸟,"不要钻石的话在11层收益不高"
210530-202358,帅Pi16,,天染雪晓,"1.16新版地狱可惜pi不玩他"
210530-202402,12Team21,,枫恒玄·弦乐,"确实"
210530-202403,帅Pi17,,围观的逗比,"狒狒不行，开车车吧"
210530-202403,帅Pi16,,火之座,"你怕什么，你不是寄生虫之王么"
210530-202404,推销员15,,荷包蛋即是正义,"那可太危险了"
210530-202408,帅Pi15,,mask01A,"不要问，问就是CY集大成之作"
210530-202408,帅Pi17,,notaall,"我反正完全不想看养马。。。"
210530-202409,帅Pi18,,小小baker,"确实"
210530-202409,疯杨们11,,-萨查-,"以前看过ff14的pi直播，确实看不懂，就没有看下去了"
210530-202410,包仔饭16,,稀柚白wW,"矿洞的怪也不强"
210530-202411,帅Pi15,,阿虾虾w,"返璞归真"
210530-202413,帅Pi14,,喵问号,"有种"
210530-202414,帅Pi18,,小小baker,"11层铁很少的"
210530-202416,帅Pi16,,furan17940,"最终变成烤鱼的模样（）"
210530-202422,12Team21,,枫恒玄·弦乐,"容易被打"
210530-202427,帅Pi15,,异世界情绪OvO,"闹鬼才可怕"
210530-202427,帅Pi22,,豆dom,"有寄生兽的"
210530-202427,帅Pi22,,凌松青云,"今天有赛驴娘缓解吗"
210530-202427,搞事者22,,宛若谶花,"我记得家旁边有两个峡谷来着的吧"
210530-202428,帅Pi23,,苍之刃,"刷寄生虫的"
210530-202429,帅Pi17,,酸萝北别吃,"快进到  卧槽有鬼"
210530-202430,帅Pi17,,云林鹤,"今晚的石头由奶公子买单"
210530-202431,帅Pi24,,__没有名字,"确实"
210530-202431,推销员15,,荷包蛋即是正义,"这倒是"
210530-202431,燃烧瓶11,,叶落酱ing,"要建赛道了吗"
210530-202434,帅Pi15,,相叶家的KUMA,"家附近有个峡谷的样子"
210530-202435,帅Pi11,,不想当救世主,"pi说不定可以搞一个观众想看的节目投票"
210530-202435,,,两个以上空格已挂,"去地铁找"
210530-202435,帅Pi15,,卟叽卟叽噗,"家里楼下不是有个天然峡谷吗"
210530-202439,,,天然卷怎么了,"你家地底有个大裂谷"
210530-202439,帅Pi16,,火之座,"那些怪怎么和三级的API打呢？"
210530-202439,帅Pi21,,带慈善画师AiA,"地球防卫队下面就是"
210530-202440,IMAS4,,U149,"矿洞刷个卧槽有鬼"
210530-202441,推销员15,,荷包蛋即是正义,"等一个贴脸进化恶兽"
210530-202443,帅Pi16,,这是包子,"楼下不是峡谷吗"
210530-202444,萌陈10,,爱まゆゆ,"收容所下面悬崖"
210530-202445,羊柚串23,,迫真单推人小鸟,"换地图会重置角色档吗"
210530-202447,帅Pi11,,啊啦啦逢贝者必输,"他身上现在是人类的味道，刚出生的种族幼童识别不出来"
210530-202450,击剑队9,,LUSWAT,"不开F3＋B，不怕隐身怪吗"
210530-202453,帅Pi23,,琼花惜月,"时运挖铁能翻倍吗"
210530-202454,帅Pi15,,异世界情绪OvO,"算了吧"
210530-202456,黑猫11,,五更紫呉,"好操作"
210530-202456,帅Pi15,,异世界情绪OvO,"反正多"
210530-202507,帅Pi11,,啊啦啦逢贝者必输,"不翻倍"
210530-202509,帅Pi17,,吹牛大仙,"时运挖铁，梦回mite"
210530-202509,帅Pi14,,luduck,"有些人的灵魂"
210530-202511,,,Realphopoi,"不"
210530-202511,帅Pi14,,喵问号,"矿洞在鬼屋地下会刷鬼屋怪"
210530-202512,帅Pi17,,对度受失望了,"挺欧了"
210530-202512,大母鹅15,,大猫凌霜,"1.17时运挖铁金也有效了"
210530-202512,陆夫人15,,战旗吃瓜小弟,"1"
210530-202521,帅Pi17,,夏露-小学森,"皮皮"
210530-202521,帅Pi15,,飘飞的浮云,"pi跟人类相处久了，身上沾上了人类的味道"
210530-202522,白河愁12,,up来和我击剑,"明天是不是要开新图了"
210530-202526,帅Pi24,,小提Tirion,"怀念自动冶炼的第10086天"
210530-202527,帅Pi9,,超威乌龙喵,"练药机好像还需要观察者"
210530-202528,帅Pi17,,折纸の咸鱼,"自动炼药，梦回极限生存"
210530-202540,帅Pi15,,mask01A,"可以有"
210530-202541,帅Pi15,,chobits233,"草"
210530-202542,推销员15,,荷包蛋即是正义,"急需"
